nombre,artista,reproducciones,url,imagen_url,audio_url
HIGHWAY 95 PT.2,Baby Keem,832005,https://www.last.fm/music/Baby+Keem/_/HIGHWAY+95+PT.2,https://lastfm.freetls.fastly.net/i/u/300x300/355bd805b2ce1f25408fa8ccf0eca9a9.png,
Pretty Peach,Lucy Bedroque,828471,https://www.last.fm/music/Lucy+Bedroque/_/Pretty+Peach,https://lastfm.freetls.fastly.net/i/u/300x300/96decca17a3fc4409b13fb97ba752c43.png,
Poor Thang,J. Cole,826612,https://www.last.fm/music/J.+Cole/_/Poor+Thang,https://lastfm.freetls.fastly.net/i/u/300x300/db70d3647925a0feb1987d213374f959.png,
have to.,Brent Faiyaz,824465,https://www.last.fm/music/Brent+Faiyaz/_/have+to.,https://lastfm.freetls.fastly.net/i/u/300x300/ffbc49a4494f63e6374a31e3b86a28f8.png,
It Gets Better - Forever Mix,Kettama,823759,https://www.last.fm/music/Kettama/_/It+Gets+Better+-+Forever+Mix,,
Speed Demon - 2012 Remaster,Michael Jackson,823562,https://www.last.fm/music/Michael+Jackson/_/Speed+Demon+-+2012+Remaster,https://lastfm.freetls.fastly.net/i/u/300x300/3a1224fa5a5735a9a0f92391c4bda67c.png,
God Was Showing Off,Bruno Mars,822682,https://www.last.fm/music/Bruno+Mars/_/God+Was+Showing+Off,https://lastfm.freetls.fastly.net/i/u/300x300/4b0ed289f604d7fe09080da4f05e1ead.png,
Sweet Home,Don Toliver,822220,https://www.last.fm/music/Don+Toliver/_/Sweet+Home,https://lastfm.freetls.fastly.net/i/u/300x300/01a59fefacbce707f2237cff7764c13a.png,
Dead Women,Mitski,822004,https://www.last.fm/music/Mitski/_/Dead+Women,https://lastfm.freetls.fastly.net/i/u/300x300/a0a6d1725444a48d33e14a993c875a16.png,
Tonight + JADE,PinkPantheress,819642,https://www.last.fm/music/PinkPantheress/_/Tonight+%252B+JADE,,
"Heaven Is a Place on Earth - Promo 7"" Edit",Belinda Carlisle,818488,https://www.last.fm/music/Belinda+Carlisle/_/Heaven+Is+a+Place+on+Earth+-+Promo+7%22+Edit,,
Pleasure’s Mine,Don Toliver,816076,https://www.last.fm/music/Don+Toliver/_/Pleasure%E2%80%99s+Mine,https://lastfm.freetls.fastly.net/i/u/300x300/4ccf31ba9e09bb0a6605ed12fda7455e.png,
Mandinga,Anitta,815201,https://www.last.fm/music/Anitta/_/Mandinga,https://lastfm.freetls.fastly.net/i/u/300x300/b3f4a79478374352968457721303b927.png,
Nemo,Malcolm Todd,814078,https://www.last.fm/music/Malcolm+Todd/_/Nemo,https://lastfm.freetls.fastly.net/i/u/300x300/d0f7c8d062aa03678b548cc3ad4231e3.png,
Pleasure’s Mine,Don Toliver,813537,https://www.last.fm/music/Don+Toliver/_/Pleasure%E2%80%99s+Mine,https://lastfm.freetls.fastly.net/i/u/300x300/4ccf31ba9e09bb0a6605ed12fda7455e.png,
Instead Of Here,Mitski,812384,https://www.last.fm/music/Mitski/_/Instead+Of+Here,https://lastfm.freetls.fastly.net/i/u/300x300/a0a6d1725444a48d33e14a993c875a16.png,
Winter Woman.,RAYE,811509,https://www.last.fm/music/RAYE/_/Winter+Woman.,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png,
Downfall,Noah Kahan,811182,https://www.last.fm/music/Noah+Kahan/_/Downfall,https://lastfm.freetls.fastly.net/i/u/300x300/1db98694276237a88e3d39c8fa8eba8a.png,
Accutane,Malcolm Todd,810960,https://www.last.fm/music/Malcolm+Todd/_/Accutane,https://lastfm.freetls.fastly.net/i/u/300x300/868c4ac6449fb4ff07b5a9f8bc690e4e.png,
Carta de Maria,Rubel,809284,https://www.last.fm/music/Rubel/_/Carta+de+Maria,https://lastfm.freetls.fastly.net/i/u/300x300/8d6d1fa5c6810a769c95425b54cdd8c1.png,
RADIO (feat. Kim Petras),Frost Children,808052,https://www.last.fm/music/Frost+Children/_/RADIO+(feat.+Kim+Petras),https://lastfm.freetls.fastly.net/i/u/300x300/e7a00393c4963e28eaca1180f962b060.png,
K9 (feat. SahBabii),Don Toliver,806454,https://www.last.fm/music/Don+Toliver/_/K9+(feat.+SahBabii),https://lastfm.freetls.fastly.net/i/u/300x300/01a59fefacbce707f2237cff7764c13a.png,
New Religion,Bebe Rexha,806269,https://www.last.fm/music/Bebe+Rexha/_/New+Religion,https://lastfm.freetls.fastly.net/i/u/300x300/5bc25c428afad6927ac70718ef26eec7.png,
Full Frontal,Ashnikko,804004,https://www.last.fm/music/Ashnikko/_/Full+Frontal,https://lastfm.freetls.fastly.net/i/u/300x300/6f1017af85d5290f88f422ec260a5f8b.png,
MUD,Givēon,802068,https://www.last.fm/music/Giv%C4%93on/_/MUD,https://lastfm.freetls.fastly.net/i/u/300x300/3544e3f9de5290e4baa55dc44f3eeb0c.png,
Madwoman,Laufey,801946,https://www.last.fm/music/Laufey/_/Madwoman,https://lastfm.freetls.fastly.net/i/u/300x300/d323d3450f280ac8bc6bf03c6c05233c.png,
Why You Wanna Fight?,Bruno Mars,801360,https://www.last.fm/music/Bruno+Mars/_/Why+You+Wanna+Fight%3F,https://lastfm.freetls.fastly.net/i/u/300x300/4b0ed289f604d7fe09080da4f05e1ead.png,
Relax / Divide (Explicit),Hail The Sun,801192,https://www.last.fm/music/Hail+The+Sun/_/Relax+%2F+Divide+(Explicit),,
Ouija,Lucy Bedroque,800801,https://www.last.fm/music/Lucy+Bedroque/_/Ouija,https://lastfm.freetls.fastly.net/i/u/300x300/a4d4343e730ea2902a90058284ffe0da.png,
Ice Cream,Yuna,799459,https://www.last.fm/music/Yuna/_/Ice+Cream,https://lastfm.freetls.fastly.net/i/u/300x300/46f579d326a4aac02062b8e153eee018.png,
I AM NOT A LYRICIST,Baby Keem,799368,https://www.last.fm/music/Baby+Keem/_/I+AM+NOT+A+LYRICIST,https://lastfm.freetls.fastly.net/i/u/300x300/75c599bccae94b52f60a2ac6992b1e55.png,
KEEPER,Givēon,799100,https://www.last.fm/music/Giv%C4%93on/_/KEEPER,https://lastfm.freetls.fastly.net/i/u/300x300/3544e3f9de5290e4baa55dc44f3eeb0c.png,
Take Me to Nirvana (feat. Vinida Weng),TOMORROW X TOGETHER,796922,https://www.last.fm/music/TOMORROW+X+TOGETHER/_/Take+Me+to+Nirvana+(feat.+Vinida+Weng),https://lastfm.freetls.fastly.net/i/u/300x300/4c96a9a951d09fd8b77f962b95a3b5e2.png,
Room,Superheaven,794091,https://www.last.fm/music/Superheaven/_/Room,https://lastfm.freetls.fastly.net/i/u/300x300/2146cd25468b18eef6924a6e810f164b.png,
Afraid of the Dark,Motionless in White,792927,https://www.last.fm/music/Motionless+in+White/_/Afraid+of+the+Dark,https://lastfm.freetls.fastly.net/i/u/300x300/8aaa5db1a85bf2ad8bb9be174f9fd3ab.png,
NO SECURITY,Baby Keem,790680,https://www.last.fm/music/Baby+Keem/_/NO+SECURITY,https://lastfm.freetls.fastly.net/i/u/300x300/75c599bccae94b52f60a2ac6992b1e55.png,
Psychoboost,Jane Remover,790513,https://www.last.fm/music/Jane+Remover/_/Psychoboost,,
Haircut,Noah Kahan,790485,https://www.last.fm/music/Noah+Kahan/_/Haircut,https://lastfm.freetls.fastly.net/i/u/300x300/428eff122e6076b6d30bcb7b51adc722.png,
CIRCLES,Kanye West,790269,https://www.last.fm/music/Kanye+West/_/CIRCLES,https://lastfm.freetls.fastly.net/i/u/300x300/e3f2f29e66a135acf6c414e95791844f.png,
THIS ONE HERE,Kanye West,788616,https://www.last.fm/music/Kanye+West/_/THIS+ONE+HERE,https://lastfm.freetls.fastly.net/i/u/300x300/03ebabc9a7a490a0ad2b33012509bd14.png,
On My Soul,Bruno Mars,784942,https://www.last.fm/music/Bruno+Mars/_/On+My+Soul,https://lastfm.freetls.fastly.net/i/u/300x300/4b0ed289f604d7fe09080da4f05e1ead.png,
innocence,Hildir Svensson,783855,https://www.last.fm/music/Hildir+Svensson/_/innocence,,
Gil,Milo j,782825,https://www.last.fm/music/Milo+j/_/Gil,https://lastfm.freetls.fastly.net/i/u/300x300/0fcb9ccfbfc5840dacde8dc9250fe377.png,
Blue Gangsta,Michael Jackson,782663,https://www.last.fm/music/Michael+Jackson/_/Blue+Gangsta,https://lastfm.freetls.fastly.net/i/u/300x300/b366cff64b1e4757c7f64e117142baa5.png,
Overnight Celebrity (Feat. Miri Ben-Ari),Twista,781807,https://www.last.fm/music/Twista/_/Overnight+Celebrity+(Feat.+Miri+Ben-Ari),,
BANG BANG BANG,bbpanzu,780933,https://www.last.fm/music/bbpanzu/_/BANG+BANG+BANG,https://lastfm.freetls.fastly.net/i/u/300x300/97790bf3381b8b60099a5c31229c1b6a.png,
Right Back!,KARLEE GIRL,780297,https://www.last.fm/music/KARLEE+GIRL/_/Right+Back%21,,
Bad Angel (with LISA),Anyma,780161,https://www.last.fm/music/Anyma/_/Bad+Angel+(with+LISA),https://lastfm.freetls.fastly.net/i/u/300x300/b7d552490884cc746d7c0f5c46593d47.png,
Deep Diving,After,779186,https://www.last.fm/music/After/_/Deep+Diving,https://lastfm.freetls.fastly.net/i/u/300x300/036cfcc59472cda91a9f2725ff6d9583.png,
LOVER GIRL,Megan Thee Stallion,772254,https://www.last.fm/music/Megan+Thee+Stallion/_/LOVER+GIRL,https://lastfm.freetls.fastly.net/i/u/300x300/131019a30e4c6b0b2662123366d8d3c2.png,
Too Much For Me,selker,769307,https://www.last.fm/music/selker/_/Too+Much+For+Me,https://lastfm.freetls.fastly.net/i/u/300x300/0a041d5a35be234dcd204f3124541850.png,
Bizarre Love Triangle - 2024 Digital Master,New Order,767428,https://www.last.fm/music/New+Order/_/Bizarre+Love+Triangle+-+2024+Digital+Master,https://lastfm.freetls.fastly.net/i/u/300x300/5b6b535b03bb4e71ab0d46e471ebc641.png,
Battery Death,Ninajirachi,765784,https://www.last.fm/music/Ninajirachi/_/Battery+Death,https://lastfm.freetls.fastly.net/i/u/300x300/d07be8636d6da9e572767ceb1c8422be.png,
"Purple Rain - 7"" Single Edit; 2017 Remaster",Prince,765142,https://www.last.fm/music/Prince/_/Purple+Rain+-+7%22+Single+Edit;+2017+Remaster,,
LAST BREATH (feat. Peso Pluma),Kanye West,760907,https://www.last.fm/music/Kanye+West/_/LAST+BREATH+(feat.+Peso+Pluma),https://lastfm.freetls.fastly.net/i/u/300x300/4c83937d9cecddbf15c90e4894c0ed9e.png,
Griddlë,Yeat,760760,https://www.last.fm/music/Yeat/_/Griddl%C3%AB,https://lastfm.freetls.fastly.net/i/u/300x300/59bd84e46b9df370eaf3381037930070.png,
Meia Noite,Anitta,760748,https://www.last.fm/music/Anitta/_/Meia+Noite,https://lastfm.freetls.fastly.net/i/u/300x300/b3f4a79478374352968457721303b927.png,
I'm Not Alone - 2019 Edit,Calvin Harris,759940,https://www.last.fm/music/Calvin+Harris/_/I%27m+Not+Alone+-+2019+Edit,https://lastfm.freetls.fastly.net/i/u/300x300/0b6c99bf70d0c7ef32607b801b0ee2d0.png,
ultraviolet,Lucy Bedroque,759938,https://www.last.fm/music/Lucy+Bedroque/_/ultraviolet,,
"The Moon Cave (feat. Asha Puthli, Bobby Womack, Dave Jolicoeur, Jalen Ngonda and Black Thought)",Gorillaz,759205,"https://www.last.fm/music/Gorillaz/_/The+Moon+Cave+(feat.+Asha+Puthli,+Bobby+Womack,+Dave+Jolicoeur,+Jalen+Ngonda+and+Black+Thought)",https://lastfm.freetls.fastly.net/i/u/300x300/fc00eaffb7e55e1fceb1c129f8f1e8c8.png,
*PRAYER*,Slayyyter,759153,https://www.last.fm/music/Slayyyter/_/%2APRAYER%2A,https://lastfm.freetls.fastly.net/i/u/300x300/d60a52a2d3e8eec7d9df29dc18d16ec2.png,
TELL ME WHAT I DID,Tiffany Day,758193,https://www.last.fm/music/Tiffany+Day/_/TELL+ME+WHAT+I+DID,https://lastfm.freetls.fastly.net/i/u/300x300/619c88789e51db551cfc1b3b39747b63.png,
It's You,Ninajirachi,757776,https://www.last.fm/music/Ninajirachi/_/It%27s+You,https://lastfm.freetls.fastly.net/i/u/300x300/775d0a00fd58ef204a78623df2f8b6c3.png,
Demigod,Slayr,756624,https://www.last.fm/music/Slayr/_/Demigod,https://lastfm.freetls.fastly.net/i/u/300x300/be51220e3208beb8dc4873f00fe590cc.png,
It's Not Like I Like You!!,Static-P,754652,https://www.last.fm/music/Static-P/_/It%27s+Not+Like+I+Like+You%21%21,https://lastfm.freetls.fastly.net/i/u/300x300/aa21ef3bd8b9dc0b11074d65ab99fd5a.png,
Sugar Water,Gigi Perez,754156,https://www.last.fm/music/Gigi+Perez/_/Sugar+Water,https://lastfm.freetls.fastly.net/i/u/300x300/6cee3e805c09bfd7ffdb098aac1f7b15.png,
Deny Deny Deny,Noah Kahan,753615,https://www.last.fm/music/Noah+Kahan/_/Deny+Deny+Deny,https://lastfm.freetls.fastly.net/i/u/300x300/1db98694276237a88e3d39c8fa8eba8a.png,
WDA (Whole Different Animal) (feat. G-DRAGON),aespa,752021,https://www.last.fm/music/aespa/_/WDA+(Whole+Different+Animal)+(feat.+G-DRAGON),https://lastfm.freetls.fastly.net/i/u/300x300/bc66d5ccc3dd01994ef383c5631ea439.png,
Ni**as In Paris,JAŸ-Z,751301,https://www.last.fm/music/JA%C5%B8-Z/_/Ni%2A%2Aas+In+Paris,,
Doma,Jósean Log,750150,https://www.last.fm/music/J%C3%B3sean+Log/_/Doma,https://lastfm.freetls.fastly.net/i/u/300x300/d4c161f3cef0cc3c39fad0f331fbf8a9.png,
The WhatsApp Shakespeare.,RAYE,749710,https://www.last.fm/music/RAYE/_/The+WhatsApp+Shakespeare.,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png,
Lonely Boy - 2021 Remaster,The Black Keys,747633,https://www.last.fm/music/The+Black+Keys/_/Lonely+Boy+-+2021+Remaster,,
BREAKUP,Tiffany Day,746248,https://www.last.fm/music/Tiffany+Day/_/BREAKUP,https://lastfm.freetls.fastly.net/i/u/300x300/619c88789e51db551cfc1b3b39747b63.png,
COOOK PARDON,Lvbel C5,745903,https://www.last.fm/music/Lvbel+C5/_/COOOK+PARDON,,
Showbiz,Hayley Williams,745807,https://www.last.fm/music/Hayley+Williams/_/Showbiz,https://lastfm.freetls.fastly.net/i/u/300x300/83ec200c5b69268b6995b26bcc90eb5d.png,
Monopoly Man,Melanie Martinez,745659,https://www.last.fm/music/Melanie+Martinez/_/Monopoly+Man,https://lastfm.freetls.fastly.net/i/u/300x300/12b1be07db4565f69eee620aa2210d5f.png,
made for this shit,Gunna,741122,https://www.last.fm/music/Gunna/_/made+for+this+shit,https://lastfm.freetls.fastly.net/i/u/300x300/e99fece634a2bc8b0555b3761586d292.png,
Eyesight,Slayr,740888,https://www.last.fm/music/Slayr/_/Eyesight,https://lastfm.freetls.fastly.net/i/u/300x300/3843dd0874586904ef643332806e585d.png,
All The Signs (feat. Teezo Touchdown),Don Toliver,740177,https://www.last.fm/music/Don+Toliver/_/All+The+Signs+(feat.+Teezo+Touchdown),https://lastfm.freetls.fastly.net/i/u/300x300/01a59fefacbce707f2237cff7764c13a.png,
Oh my god,i-dle,739088,https://www.last.fm/music/i-dle/_/Oh+my+god,,
DAMN,Kanye West,738523,https://www.last.fm/music/Kanye+West/_/DAMN,https://lastfm.freetls.fastly.net/i/u/300x300/2e9a66809bcaea26977c3e486560ef67.png,
START OVER,Tiffany Day,737943,https://www.last.fm/music/Tiffany+Day/_/START+OVER,https://lastfm.freetls.fastly.net/i/u/300x300/619c88789e51db551cfc1b3b39747b63.png,
Wipe Yo Nose,Slayr,737839,https://www.last.fm/music/Slayr/_/Wipe+Yo+Nose,https://lastfm.freetls.fastly.net/i/u/300x300/be51220e3208beb8dc4873f00fe590cc.png,
"Drive, Don't Talk",Makeout Reef,736318,"https://www.last.fm/music/Makeout+Reef/_/Drive,+Don%27t+Talk",https://lastfm.freetls.fastly.net/i/u/300x300/39e860c542e9e569a42e7a8155dda416.png,
El Teléfono,"Héctor ""El Father""",735575,https://www.last.fm/music/H%C3%A9ctor+%22El+Father%22/_/El+Tel%C3%A9fono,https://lastfm.freetls.fastly.net/i/u/300x300/815f30b77365c6d40561171f85a866e4.png,
In The Navy,Village People,735442,https://www.last.fm/music/Village+People/_/In+The+Navy,https://lastfm.freetls.fastly.net/i/u/300x300/7a8810a2c1df4d9996235cfebd447a09.png,
Staying Still,Noah Kahan,735167,https://www.last.fm/music/Noah+Kahan/_/Staying+Still,https://lastfm.freetls.fastly.net/i/u/300x300/aca9c3722555137882432a85236b962b.png,
GARBAGE,Melanie Martinez,733525,https://www.last.fm/music/Melanie+Martinez/_/GARBAGE,https://lastfm.freetls.fastly.net/i/u/300x300/12b1be07db4565f69eee620aa2210d5f.png,
Love On The Catwalk,Her Words Kill,731721,https://www.last.fm/music/Her+Words+Kill/_/Love+On+The+Catwalk,https://lastfm.freetls.fastly.net/i/u/300x300/b1dbe47ce97f1ee8e0286686717c4598.png,
Miffed It,Way Dynamic,730255,https://www.last.fm/music/Way+Dynamic/_/Miffed+It,https://lastfm.freetls.fastly.net/i/u/300x300/ea43b6d7dd547e00b645ccfff2fb129a.png,
Ben - Single Version,Michael Jackson,729074,https://www.last.fm/music/Michael+Jackson/_/Ben+-+Single+Version,https://lastfm.freetls.fastly.net/i/u/300x300/33884b23055cf994a9cff7f72815d4a2.png,
Permítame,Tony Dize,724041,https://www.last.fm/music/Tony+Dize/_/Perm%C3%ADtame,https://lastfm.freetls.fastly.net/i/u/300x300/5d4981d0075d0f1274aab71b797655d2.png,
Dopamina,Peso Pluma,723849,https://www.last.fm/music/Peso+Pluma/_/Dopamina,https://lastfm.freetls.fastly.net/i/u/300x300/65a25c222f32057e5feb6fa332fb7fdd.png,
･－･･ ･ － ･･ － －－･ －－－,･ ･－･ ･－ ･･･ ･ －･･,723625,https://www.last.fm/music/%EF%BD%A5+%EF%BD%A5%EF%BC%8D%EF%BD%A5+%EF%BD%A5%EF%BC%8D+%EF%BD%A5%EF%BD%A5%EF%BD%A5+%EF%BD%A5+%EF%BC%8D%EF%BD%A5%EF%BD%A5/_/%EF%BD%A5%EF%BC%8D%EF%BD%A5%EF%BD%A5+%EF%BD%A5+%EF%BC%8D+%EF%BD%A5%EF%BD%A5+%EF%BC%8D+%EF%BC%8D%EF%BC%8D%EF%BD%A5+%EF%BC%8D%EF%BC%8D%EF%BC%8D,https://lastfm.freetls.fastly.net/i/u/300x300/5b0fa78d7ec4749f334821fb08b8f66e.png,
The Plague,Melanie Martinez,722770,https://www.last.fm/music/Melanie+Martinez/_/The+Plague,https://lastfm.freetls.fastly.net/i/u/300x300/12b1be07db4565f69eee620aa2210d5f.png,
Mystery Girl,Housecall,720742,https://www.last.fm/music/Housecall/_/Mystery+Girl,https://lastfm.freetls.fastly.net/i/u/300x300/eb2541a510b1842e8eeaa10bee578269.png,
Party At My Place,xaviersobased,716190,https://www.last.fm/music/xaviersobased/_/Party+At+My+Place,https://lastfm.freetls.fastly.net/i/u/300x300/6cb11fc18cefba59d69cc669fc695a75.png,
you ready?,nettspend,715959,https://www.last.fm/music/nettspend/_/you+ready%3F,https://lastfm.freetls.fastly.net/i/u/300x300/c8aa095fb407e2869048fbd7d8152e92.png,
Real Life,ear,715911,https://www.last.fm/music/ear/_/Real+Life,https://lastfm.freetls.fastly.net/i/u/300x300/218d5e1a7a7b5b91335627148dfdfa8f.png,
Water On Your Nose,Not For Radio,715603,https://www.last.fm/music/Not+For+Radio/_/Water+On+Your+Nose,https://lastfm.freetls.fastly.net/i/u/300x300/94169d75cb0785202eedc3b6cff5b39f.png,
39 Intro,J. Cole,711896,https://www.last.fm/music/J.+Cole/_/39+Intro,https://lastfm.freetls.fastly.net/i/u/300x300/db70d3647925a0feb1987d213374f959.png,
Set in stone,Slayr,711382,https://www.last.fm/music/Slayr/_/Set+in+stone,https://lastfm.freetls.fastly.net/i/u/300x300/be51220e3208beb8dc4873f00fe590cc.png,
Girl Like Me + Oklou,PinkPantheress,706070,https://www.last.fm/music/PinkPantheress/_/Girl+Like+Me+%252B+Oklou,,
Need For Speed,Kim Petras,705884,https://www.last.fm/music/Kim+Petras/_/Need+For+Speed,https://lastfm.freetls.fastly.net/i/u/300x300/8ffbd9a41ba8b363944eb57320acf78f.png,
Paid Time Off,Noah Kahan,705220,https://www.last.fm/music/Noah+Kahan/_/Paid+Time+Off,https://lastfm.freetls.fastly.net/i/u/300x300/428eff122e6076b6d30bcb7b51adc722.png,
Planet,The Neighbourhood,705122,https://www.last.fm/music/The+Neighbourhood/_/Planet,https://lastfm.freetls.fastly.net/i/u/300x300/858b5e20a74bfd5b50e620522f334650.png,
Cicada,Good Kid,704442,https://www.last.fm/music/Good+Kid/_/Cicada,https://lastfm.freetls.fastly.net/i/u/300x300/5be866fd440a29fb7979046a1853c14d.png,
depression doesnt explain how i feel,bleood,703475,https://www.last.fm/music/bleood/_/depression+doesnt+explain+how+i+feel,,
Omens,EsDeeKid,703168,https://www.last.fm/music/EsDeeKid/_/Omens,https://lastfm.freetls.fastly.net/i/u/300x300/a3a5baa5f3f4b3fef42c0288c0ad788d.png,
She Knows Too Much,Thundercat,701987,https://www.last.fm/music/Thundercat/_/She+Knows+Too+Much,,
nothing at all,Madison Beer,700461,https://www.last.fm/music/Madison+Beer/_/nothing+at+all,https://lastfm.freetls.fastly.net/i/u/300x300/023ac76bfb2539febd354f53e98046b2.png,
WHISKEY (RELEASE ME) (feat. Gorillaz & Westside Gunn),A$AP Rocky,699990,https://www.last.fm/music/A$AP+Rocky/_/WHISKEY+(RELEASE+ME)+(feat.+Gorillaz+&+Westside+Gunn),https://lastfm.freetls.fastly.net/i/u/300x300/c9e8ab6893912955c767bd39b62caa7c.png,
Upside Down,54 Ultra,697842,https://www.last.fm/music/54+Ultra/_/Upside+Down,https://lastfm.freetls.fastly.net/i/u/300x300/3bbe18783c88e848101b861ac2488904.png,
nothing at all,Madison Beer,697760,https://www.last.fm/music/Madison+Beer/_/nothing+at+all,https://lastfm.freetls.fastly.net/i/u/300x300/023ac76bfb2539febd354f53e98046b2.png,
Grudges,Melanie Martinez,694959,https://www.last.fm/music/Melanie+Martinez/_/Grudges,https://lastfm.freetls.fastly.net/i/u/300x300/12b1be07db4565f69eee620aa2210d5f.png,
The Boys Of Summer - Remastered 2024,Don Henley,694252,https://www.last.fm/music/Don+Henley/_/The+Boys+Of+Summer+-+Remastered+2024,,
Amo Minha Favela,DJ Japa NK,694151,https://www.last.fm/music/DJ+Japa+NK/_/Amo+Minha+Favela,,
Girls Gone Wild,JT,693709,https://www.last.fm/music/JT/_/Girls+Gone+Wild,https://lastfm.freetls.fastly.net/i/u/300x300/a08a02b7d09493f6fd13026dcbe51ae1.png,
Segredo e Feitiço,NandaTsunami,692809,https://www.last.fm/music/NandaTsunami/_/Segredo+e+Feiti%C3%A7o,https://lastfm.freetls.fastly.net/i/u/300x300/ef2a8079c5b2f13b158bc9873b62ebd7.png,
Brain Fog,Slayr,690485,https://www.last.fm/music/Slayr/_/Brain+Fog,https://lastfm.freetls.fastly.net/i/u/300x300/3843dd0874586904ef643332806e585d.png,
Black Out Days (Stay Away),Ian Asher,690362,https://www.last.fm/music/Ian+Asher/_/Black+Out+Days+(Stay+Away),,
Lightning,Mitski,690314,https://www.last.fm/music/Mitski/_/Lightning,https://lastfm.freetls.fastly.net/i/u/300x300/a0a6d1725444a48d33e14a993c875a16.png,
It Depends (feat. Bryson Tiller),Chris Brown,686486,https://www.last.fm/music/Chris+Brown/_/It+Depends+(feat.+Bryson+Tiller),https://lastfm.freetls.fastly.net/i/u/300x300/5876758676769a03cf5fe7b4dd330878.png,
Exitin,cece natalie,686330,https://www.last.fm/music/cece+natalie/_/Exitin,https://lastfm.freetls.fastly.net/i/u/300x300/345735e6a56102c22556a05c8c8574b4.png,
EVERYTHING I'VE EVER WANTED,Tiffany Day,685922,https://www.last.fm/music/Tiffany+Day/_/EVERYTHING+I%27VE+EVER+WANTED,https://lastfm.freetls.fastly.net/i/u/300x300/619c88789e51db551cfc1b3b39747b63.png,
It Depends (feat. Bryson Tiller),Chris Brown,684654,https://www.last.fm/music/Chris+Brown/_/It+Depends+(feat.+Bryson+Tiller),https://lastfm.freetls.fastly.net/i/u/300x300/5876758676769a03cf5fe7b4dd330878.png,
Like a taxi (oh well),cece natalie,684120,https://www.last.fm/music/cece+natalie/_/Like+a+taxi+(oh+well),https://lastfm.freetls.fastly.net/i/u/300x300/6d533098145c62add1129bf7a6757549.png,
I Know You're Hurting.,RAYE,680605,https://www.last.fm/music/RAYE/_/I+Know+You%27re+Hurting.,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png,
Young Millionaire .,fakemink,680121,https://www.last.fm/music/fakemink/_/Young+Millionaire+.,https://lastfm.freetls.fastly.net/i/u/300x300/42f887e9e7724350e728abd5e149c9a2.png,
Pisca Duas Vezes,NandaTsunami,677586,https://www.last.fm/music/NandaTsunami/_/Pisca+Duas+Vezes,https://lastfm.freetls.fastly.net/i/u/300x300/28b4b06fdd9e382aaeb48db5ed0a7019.png,
I Feel So Free,Madonna,676745,https://www.last.fm/music/Madonna/_/I+Feel+So+Free,https://lastfm.freetls.fastly.net/i/u/300x300/e805551209ef59df5a026103a62fe6f0.png,
Want You,Clara La San,675960,https://www.last.fm/music/Clara+La+San/_/Want+You,https://lastfm.freetls.fastly.net/i/u/300x300/a494e69d23e23ab48327d0cea5d1ed31.png,
Want You,Clara La San,673026,https://www.last.fm/music/Clara+La+San/_/Want+You,https://lastfm.freetls.fastly.net/i/u/300x300/a494e69d23e23ab48327d0cea5d1ed31.png,
i dont want that many friends in the first place,osquinn,672933,https://www.last.fm/music/osquinn/_/i+dont+want+that+many+friends+in+the+first+place,,
Looping the Rooms,rusino,672744,https://www.last.fm/music/rusino/_/Looping+the+Rooms,https://lastfm.freetls.fastly.net/i/u/300x300/07e38a1765a33b52d3ce706528df6e78.png,
Uncanny Valley,Melanie Martinez,671736,https://www.last.fm/music/Melanie+Martinez/_/Uncanny+Valley,https://lastfm.freetls.fastly.net/i/u/300x300/12b1be07db4565f69eee620aa2210d5f.png,
I'd Have You Anytime - 2014 Remaster,George Harrison,668600,https://www.last.fm/music/George+Harrison/_/I%27d+Have+You+Anytime+-+2014+Remaster,,
Talk Of The Town,Fred again..,667659,https://www.last.fm/music/Fred+again../_/Talk+Of+The+Town,https://lastfm.freetls.fastly.net/i/u/300x300/ab905e3529ccc5b823a1e450cb1091b8.png,
Fever - Solo,fakemink archive,665724,https://www.last.fm/music/fakemink+archive/_/Fever+-+Solo,,
Made It On Our Own,Yeat,664070,https://www.last.fm/music/Yeat/_/Made+It+On+Our+Own,,
Stop Snitching (feat. Bossman Dlow & Sauce Walka),A$AP Rocky,662268,https://www.last.fm/music/A$AP+Rocky/_/Stop+Snitching+(feat.+Bossman+Dlow+&+Sauce+Walka),https://lastfm.freetls.fastly.net/i/u/300x300/c9e8ab6893912955c767bd39b62caa7c.png,
WE ON GO,Bia,660592,https://www.last.fm/music/Bia/_/WE+ON+GO,https://lastfm.freetls.fastly.net/i/u/300x300/a1ea1343dde416ec5ac9ec0941a6ffaf.png,
Plastic Cigarette,Zach Bryan,659166,https://www.last.fm/music/Zach+Bryan/_/Plastic+Cigarette,https://lastfm.freetls.fastly.net/i/u/300x300/0237bc53e6f5d7903e4f14baa2643906.png,
NAIL (feat. Lolo Zouaï),Yves,657781,https://www.last.fm/music/Yves/_/NAIL+(feat.+Lolo+Zoua%C3%AF),https://lastfm.freetls.fastly.net/i/u/300x300/8b9962bd04526d33ca4a883b0b6ef4e5.png,
