"nombre","reproducciones","oyentes","url","imagen_url"
"Noah Cyrus","31369408","1542556","https://www.last.fm/music/Noah+Cyrus","https://cdn-images.dzcdn.net/images/artist/5b5f5c85c0e2cb8b95d4ae1de550f3d0/1000x1000-000000-80-0-0.jpg"
"Meghan Trainor","45197040","2150121","https://www.last.fm/music/Meghan+Trainor","https://cdn-images.dzcdn.net/images/artist/cce89f3297e257613eea9c090bab6b02/1000x1000-000000-80-0-0.jpg"
"Nine Vicious","29275118","196385","https://www.last.fm/music/Nine+Vicious","https://cdn-images.dzcdn.net/images/artist/ba41eaa05a853a94e023e9e5d110c23e/1000x1000-000000-80-0-0.jpg"
"Maluma","32396016","1021546","https://www.last.fm/music/Maluma","https://cdn-images.dzcdn.net/images/artist/a1627f420e880b7229e52890b99626c9/1000x1000-000000-80-0-0.jpg"
"Anavitória","66724854","532155","https://www.last.fm/music/Anavit%C3%B3ria","https://cdn-images.dzcdn.net/images/artist/90a2cd42683d51b8f95fd64e1e15b17f/1000x1000-000000-80-0-0.jpg"
"Dexter and The Moonrocks","3215312","235135","https://www.last.fm/music/Dexter+and+The+Moonrocks","https://cdn-images.dzcdn.net/images/artist/96502501fa772b3518e61bda68a4962c/1000x1000-000000-80-0-0.jpg"
"Alec Benjamin","54407641","1385358","https://www.last.fm/music/Alec+Benjamin","https://cdn-images.dzcdn.net/images/artist/c4cfecd5e534b5bd191add25c67e08b2/1000x1000-000000-80-0-0.jpg"
"Tommy Richman","28498318","1505509","https://www.last.fm/music/Tommy+Richman","https://cdn-images.dzcdn.net/images/artist/b946fc1205343db9ff2385de8a6d0e73/1000x1000-000000-80-0-0.jpg"
"Jonas Brothers","76228335","2180819","https://www.last.fm/music/Jonas+Brothers","https://cdn-images.dzcdn.net/images/artist/c6172a528879fc23f9ef249614ff9db0/1000x1000-000000-80-0-0.jpg"
"SHINee","104832981","869231","https://www.last.fm/music/SHINee","https://cdn-images.dzcdn.net/images/artist/621f1a7a3149d9209dee3f7775397f0a/1000x1000-000000-80-0-0.jpg"
"Milky Chance","39849425","1739172","https://www.last.fm/music/Milky+Chance","https://cdn-images.dzcdn.net/images/artist/d69967b830e01c275732045875cef14f/1000x1000-000000-80-0-0.jpg"
"Disco Lines","10691088","834203","https://www.last.fm/music/Disco+Lines","https://cdn-images.dzcdn.net/images/artist/8d07e4515ef235b97becd5c28d23ea75/1000x1000-000000-80-0-0.jpg"
"100 gecs","83276060","1160309","https://www.last.fm/music/100+gecs","https://cdn-images.dzcdn.net/images/artist/15b18bcb7d7b975350ad3013680157ec/1000x1000-000000-80-0-0.jpg"
"Hoobastank","49070367","2940152","https://www.last.fm/music/Hoobastank","https://cdn-images.dzcdn.net/images/artist/cc73698ecf7d3ce03f3b1079888d9c03/1000x1000-000000-80-0-0.jpg"
"Niall Horan","72554404","1333503","https://www.last.fm/music/Niall+Horan","https://cdn-images.dzcdn.net/images/artist/36a047a6cea9461ada0df8614d0836c7/1000x1000-000000-80-0-0.jpg"
"Matuê","65148979","437469","https://www.last.fm/music/Matu%C3%AA","https://cdn-images.dzcdn.net/images/artist/c42fcb920963cca4d195b939e51f19d1/1000x1000-000000-80-0-0.jpg"
"Mom Jeans.","41982886","729219","https://www.last.fm/music/Mom+Jeans.","https://cdn-images.dzcdn.net/images/artist/03c6c13233e24679f009e0ddc260e9f5/1000x1000-000000-80-0-0.jpg"
"Alanis Morissette","81567723","2838049","https://www.last.fm/music/Alanis+Morissette","https://cdn-images.dzcdn.net/images/artist/cb1cb8d553bb7ffe2e40f9321f2ba76a/1000x1000-000000-80-0-0.jpg"
"Cyndi Lauper","38726299","3032625","https://www.last.fm/music/Cyndi+Lauper","https://cdn-images.dzcdn.net/images/artist/05b343dd206c2ac4cca081948ddb3e7f/1000x1000-000000-80-0-0.jpg"
"Spiritbox","47258214","566334","https://www.last.fm/music/Spiritbox","https://cdn-images.dzcdn.net/images/artist/52727a5b5ac0ec49a0857e08ce4417c1/1000x1000-000000-80-0-0.jpg"
"Lamp","71509857","1091811","https://www.last.fm/music/Lamp","https://cdn-images.dzcdn.net/images/artist/ac3413a5be0abaea72a47ffee146b1a1/1000x1000-000000-80-0-0.jpg"
"LMFAO","37264957","2638503","https://www.last.fm/music/LMFAO","https://cdn-images.dzcdn.net/images/artist/d639f46bfe29ec47d3f1bbf50d705a61/1000x1000-000000-80-0-0.jpg"
"Rick Ross","37554900","2479005","https://www.last.fm/music/Rick+Ross","https://cdn-images.dzcdn.net/images/artist/660150a3d74c7974d0d41dc79e2ad1d7/1000x1000-000000-80-0-0.jpg"
"BØRNS","32932516","1745318","https://www.last.fm/music/B%C3%98RNS","https://cdn-images.dzcdn.net/images/artist/94e25b9af30268119afff8019b083af6/1000x1000-000000-80-0-0.jpg"
"Robyn","67787276","1989677","https://www.last.fm/music/Robyn","https://cdn-images.dzcdn.net/images/artist/664975f32fa20a3f6f445796fe23d6fd/1000x1000-000000-80-0-0.jpg"
"Rainbow Kitten Surprise","44542954","1097000","https://www.last.fm/music/Rainbow+Kitten+Surprise","https://cdn-images.dzcdn.net/images/artist/5f54a40526d4900c19e98b043e11d010/1000x1000-000000-80-0-0.jpg"
"James Arthur","48784833","1810351","https://www.last.fm/music/James+Arthur","https://cdn-images.dzcdn.net/images/artist/a1a45c3f65183bb267429bf92ba70279/1000x1000-000000-80-0-0.jpg"
"Kelela","37944536","627436","https://www.last.fm/music/Kelela","https://cdn-images.dzcdn.net/images/artist/0552f9223da8ad3f5195bdb4e99c48b4/1000x1000-000000-80-0-0.jpg"
"Balu Brigada","11091347","545089","https://www.last.fm/music/Balu+Brigada","https://cdn-images.dzcdn.net/images/artist/b61d7651f2615da8b1f4a8ad3aff3971/1000x1000-000000-80-0-0.jpg"
"The Game","54799098","3135137","https://www.last.fm/music/The+Game","https://cdn-images.dzcdn.net/images/artist/2ae3ca3551516cf84058ac22122658b3/1000x1000-000000-80-0-0.jpg"
"Santigold","27863471","1468742","https://www.last.fm/music/Santigold","https://cdn-images.dzcdn.net/images/artist/17328429c65c361015bc354dbb250c19/1000x1000-000000-80-0-0.jpg"
"Set It Off","38835059","826800","https://www.last.fm/music/Set+It+Off","https://cdn-images.dzcdn.net/images/artist/cb9c301a124e5059bf0a1af65b3731dc/1000x1000-000000-80-0-0.jpg"
"Rina Sawayama","98139609","1137601","https://www.last.fm/music/Rina+Sawayama","https://cdn-images.dzcdn.net/images/artist/7cd278a0af9009a469c338d0d74821ca/1000x1000-000000-80-0-0.jpg"
"Hans Zimmer","145885017","2731506","https://www.last.fm/music/Hans+Zimmer","https://cdn-images.dzcdn.net/images/artist/1bd0b9f7a3cf12e01bdcc26fa69673f7/1000x1000-000000-80-0-0.jpg"
"Marisa Monte","41377499","825353","https://www.last.fm/music/Marisa+Monte","https://cdn-images.dzcdn.net/images/artist/4da4e950a642d21a32c0d6ae32d31c4d/1000x1000-000000-80-0-0.jpg"
"League of Legends","56361185","1247509","https://www.last.fm/music/League+of+Legends","https://cdn-images.dzcdn.net/images/artist/21e53b8e8285f84f60601d895c39c900/1000x1000-000000-80-0-0.jpg"
"Owl City","89038821","2792383","https://www.last.fm/music/Owl+City","https://cdn-images.dzcdn.net/images/artist/12114991d5d983405568cc0ac0107293/1000x1000-000000-80-0-0.jpg"
"Becky G","26135531","1479127","https://www.last.fm/music/Becky+G","https://cdn-images.dzcdn.net/images/artist/4592b032de9d1393fcd1c32780755372/1000x1000-000000-80-0-0.jpg"
"BABYMETAL","58917887","968517","https://www.last.fm/music/BABYMETAL","https://cdn-images.dzcdn.net/images/artist/2df86b455e87992af899a45c79f973f3/1000x1000-000000-80-0-0.jpg"
"Luis Miguel","40742615","909698","https://www.last.fm/music/Luis+Miguel","https://cdn-images.dzcdn.net/images/artist/3e8072340c8231b02be241a5113329bc/1000x1000-000000-80-0-0.jpg"
"Player","7515256","842838","https://www.last.fm/music/Player","https://cdn-images.dzcdn.net/images/artist/c7615d90578e1bdef817b08049d7930b/1000x1000-000000-80-0-0.jpg"
"Cuco","42593721","1235390","https://www.last.fm/music/Cuco","https://cdn-images.dzcdn.net/images/artist/eed373fc030db47a3c9d285d61f1fa57/1000x1000-000000-80-0-0.jpg"
"Passion Pit","74167726","2535194","https://www.last.fm/music/Passion+Pit","https://cdn-images.dzcdn.net/images/artist/508f11a284976805adc25de899dd4c01/1000x1000-000000-80-0-0.jpg"
"benny blanco","41639246","1481135","https://www.last.fm/music/benny+blanco","https://cdn-images.dzcdn.net/images/artist/3c01adfaf98dba683d9b1c0c9fa53d70/1000x1000-000000-80-0-0.jpg"
"Luke Combs","42879038","811588","https://www.last.fm/music/Luke+Combs","https://cdn-images.dzcdn.net/images/artist/c2a8e5d0d293a06bf887bb2724a780bc/1000x1000-000000-80-0-0.jpg"
"Fifth Harmony","50650246","1708566","https://www.last.fm/music/Fifth+Harmony","https://cdn-images.dzcdn.net/images/artist/77c245632646ec9245f6233e61d78da2/1000x1000-000000-80-0-0.jpg"
"The Stranglers","26568249","1756244","https://www.last.fm/music/The+Stranglers","https://cdn-images.dzcdn.net/images/artist/3d98a0b9039f2307c7ec91923846a467/1000x1000-000000-80-0-0.jpg"
"Liana Flores","31244066","1299434","https://www.last.fm/music/Liana+Flores","https://cdn-images.dzcdn.net/images/artist/d143136269524a54cf60412e0046728a/1000x1000-000000-80-0-0.jpg"
"ivri","10086375","742438","https://www.last.fm/music/ivri","https://cdn-images.dzcdn.net/images/artist/d41d8cd98f00b204e9800998ecf8427e/1000x1000-000000-80-0-0.jpg"
"AOA","26285029","680006","https://www.last.fm/music/AOA","https://cdn-images.dzcdn.net/images/artist/ee3474554b02808b787d3e701292a836/1000x1000-000000-80-0-0.jpg"
"YUNGBLUD","45777831","1205224","https://www.last.fm/music/YUNGBLUD","https://cdn-images.dzcdn.net/images/artist/5115fcb1042f244f98281130faeb5d75/1000x1000-000000-80-0-0.jpg"
"Bazzi","37764714","1462182","https://www.last.fm/music/Bazzi","https://cdn-images.dzcdn.net/images/artist/caa9f35182af03bd3fd6c27585f2234b/1000x1000-000000-80-0-0.jpg"
"Nick Drake","95550531","2258338","https://www.last.fm/music/Nick+Drake","https://cdn-images.dzcdn.net/images/artist/bc056e4b5223af6affd93a9160839f83/1000x1000-000000-80-0-0.jpg"
"DNCE","20369138","1606668","https://www.last.fm/music/DNCE","https://cdn-images.dzcdn.net/images/artist/b18545270ea0a7996ef06156297f0f82/1000x1000-000000-80-0-0.jpg"
"Wale","32193670","2298750","https://www.last.fm/music/Wale","https://cdn-images.dzcdn.net/images/artist/f25c602519deae777ac11934722d3e24/1000x1000-000000-80-0-0.jpg"
"LNGSHOT","7875510","234222","https://www.last.fm/music/LNGSHOT","https://cdn-images.dzcdn.net/images/artist/0ce251dbbbc2e9ca1d32527b967c7f7b/1000x1000-000000-80-0-0.jpg"
"Cascada","43584859","2331295","https://www.last.fm/music/Cascada","https://cdn-images.dzcdn.net/images/artist/1cd37ddbb7ae16acd31b71522a64dcea/1000x1000-000000-80-0-0.jpg"
"Death Cab for Cutie","250115959","3800162","https://www.last.fm/music/Death+Cab+for+Cutie","https://cdn-images.dzcdn.net/images/artist/3f44f1d9518985b54ecdaf08994ce027/1000x1000-000000-80-0-0.jpg"
"Mötley Crüe","60596748","1963769","https://www.last.fm/music/M%C3%B6tley+Cr%C3%BCe","https://cdn-images.dzcdn.net/images/artist/d529459694624ce9c7804d7612a845eb/1000x1000-000000-80-0-0.jpg"
"Matt Martians","5457237","322479","https://www.last.fm/music/Matt+Martians","https://cdn-images.dzcdn.net/images/artist/29e2a0774819e05c635c22e0eb8c1106/1000x1000-000000-80-0-0.jpg"
"Dijon","33355798","827285","https://www.last.fm/music/Dijon","https://cdn-images.dzcdn.net/images/artist/9f0f1c038543ccb7a722194a9265b0c1/1000x1000-000000-80-0-0.jpg"
"Dove Cameron","30803744","1298986","https://www.last.fm/music/Dove+Cameron","https://cdn-images.dzcdn.net/images/artist/5d87abf237c3f2c978bc1cba4cfaa070/1000x1000-000000-80-0-0.jpg"
"Romeo Santos","26055958","844597","https://www.last.fm/music/Romeo+Santos","https://cdn-images.dzcdn.net/images/artist/0a20c1c5fb5cdd61052c915a325b3589/1000x1000-000000-80-0-0.jpg"
"VIOLENT VIRA","27220567","631015","https://www.last.fm/music/VIOLENT+VIRA","https://cdn-images.dzcdn.net/images/artist/f3b31f1b76f5c74cc5f4b1e63d88252f/1000x1000-000000-80-0-0.jpg"
"Rise Against","214758778","2901366","https://www.last.fm/music/Rise+Against","https://cdn-images.dzcdn.net/images/artist/aaded9492c2aa69f5d055487a67ccc11/1000x1000-000000-80-0-0.jpg"
"IU","92041214","1086060","https://www.last.fm/music/IU","https://cdn-images.dzcdn.net/images/artist/c619e4cef93d6fa98a38018d92106bb6/1000x1000-000000-80-0-0.jpg"
"Alessia Cara","37669919","1770243","https://www.last.fm/music/Alessia+Cara","https://cdn-images.dzcdn.net/images/artist/bad25f2acb3eb34706b681b729d93dd9/1000x1000-000000-80-0-0.jpg"
"Joost","33623650","456240","https://www.last.fm/music/Joost","https://cdn-images.dzcdn.net/images/artist/37770a072e88dcfe29df445220216fc5/1000x1000-000000-80-0-0.jpg"
"A Day to Remember","156697003","1931138","https://www.last.fm/music/A+Day+to+Remember","https://cdn-images.dzcdn.net/images/artist/aaa15d668fb06f9e02816f606b6122b8/1000x1000-000000-80-0-0.jpg"
"Alvvays","63291194","1212282","https://www.last.fm/music/Alvvays","https://cdn-images.dzcdn.net/images/artist/d510615ee7ec09d1bf602b633ff1659a/1000x1000-000000-80-0-0.jpg"
"Keyshia Cole","22046014","1667418","https://www.last.fm/music/Keyshia+Cole","https://cdn-images.dzcdn.net/images/artist/2ac53ebbc58bbed69842931e29cd1b6b/1000x1000-000000-80-0-0.jpg"
"Taio Cruz","34362536","2859365","https://www.last.fm/music/Taio+Cruz","https://cdn-images.dzcdn.net/images/artist/5981810764af066d64bfeb3477c901f3/1000x1000-000000-80-0-0.jpg"
"Jack Stauber's Micropop","40026068","930909","https://www.last.fm/music/Jack+Stauber%27s+Micropop","https://cdn-images.dzcdn.net/images/artist/b14fc327380d0ea509d0884674ffcb4e/1000x1000-000000-80-0-0.jpg"
"Shaggy","21999908","2201827","https://www.last.fm/music/Shaggy","https://cdn-images.dzcdn.net/images/artist/ba29e3dd35e56a063fa6cf1cee460517/1000x1000-000000-80-0-0.jpg"
"John Summit","16500987","637823","https://www.last.fm/music/John+Summit","https://cdn-images.dzcdn.net/images/artist/200982268dcabae98644b1601a90a948/1000x1000-000000-80-0-0.jpg"
"Peter, Paul and Mary","6214141","479670","https://www.last.fm/music/Peter,+Paul+and+Mary","https://cdn-images.dzcdn.net/images/artist/bf76b3bb5a10d414b6d7b3c395c219ae/1000x1000-000000-80-0-0.jpg"
"Yot Club","33519752","1507206","https://www.last.fm/music/Yot+Club","https://cdn-images.dzcdn.net/images/artist/bca03c9cf5dcc5e49a34f49d2568c489/1000x1000-000000-80-0-0.jpg"
"STAYC","87854691","750512","https://www.last.fm/music/STAYC","https://cdn-images.dzcdn.net/images/artist/5ac325edb7e2c8a627e50c8acc0798fd/1000x1000-000000-80-0-0.jpg"
"Luísa Sonza","90116809","590228","https://www.last.fm/music/Lu%C3%ADsa+Sonza","https://cdn-images.dzcdn.net/images/artist/0c5da43a9521019d174c1a4c049db007/1000x1000-000000-80-0-0.jpg"
"Have a Nice Life","61642103","1083696","https://www.last.fm/music/Have+a+Nice+Life","https://cdn-images.dzcdn.net/images/artist/ac15da624a81711bbc173e15e73c3914/1000x1000-000000-80-0-0.jpg"
"Wham!","44171595","3309527","https://www.last.fm/music/Wham%21","https://cdn-images.dzcdn.net/images/artist/8568f258d044cbe28b2dc7e0299ba099/1000x1000-000000-80-0-0.jpg"
"Bizarrap","46327085","935657","https://www.last.fm/music/Bizarrap","https://cdn-images.dzcdn.net/images/artist/e121c1ef9b1135e6a5b71c1e65ab10b4/1000x1000-000000-80-0-0.jpg"
"Of Monsters and Men","74132699","2335947","https://www.last.fm/music/Of+Monsters+and+Men","https://cdn-images.dzcdn.net/images/artist/f801a55c43f024e37040d7a6acd9c319/1000x1000-000000-80-0-0.jpg"
"Fcukers","5445490","332166","https://www.last.fm/music/Fcukers","https://cdn-images.dzcdn.net/images/artist/f7e10aa1b385d5c34d63bd4727e665d5/1000x1000-000000-80-0-0.jpg"
"MUNA","34690601","769942","https://www.last.fm/music/MUNA","https://cdn-images.dzcdn.net/images/artist/ffe75701b5888076b6085fd9313c6ac7/1000x1000-000000-80-0-0.jpg"
"T-Pain","29795825","2331253","https://www.last.fm/music/T-Pain","https://cdn-images.dzcdn.net/images/artist/3ca1402cee3996233fd2ebc944407181/1000x1000-000000-80-0-0.jpg"
"YNW Melly","38688195","1108905","https://www.last.fm/music/YNW+Melly","https://cdn-images.dzcdn.net/images/artist/e0741db986e74b519c945259198558c4/1000x1000-000000-80-0-0.jpg"
"Tally Hall","46193296","1136801","https://www.last.fm/music/Tally+Hall","https://cdn-images.dzcdn.net/images/artist/206f97b34de40b61425e720508fdf319/1000x1000-000000-80-0-0.jpg"
"Dayglow","38060652","1419154","https://www.last.fm/music/Dayglow","https://cdn-images.dzcdn.net/images/artist/c55e5c15dca4247a037d9cbc65436d8b/1000x1000-000000-80-0-0.jpg"
"Tyler Childers","41048093","607824","https://www.last.fm/music/Tyler+Childers","https://cdn-images.dzcdn.net/images/artist/d9f479230d72413e23ffb97a3f5ac45c/1000x1000-000000-80-0-0.jpg"
"Ebony","26497663","312700","https://www.last.fm/music/Ebony","https://cdn-images.dzcdn.net/images/artist/9cfe1657469b675da7224f2089e966fc/1000x1000-000000-80-0-0.jpg"
"KMFDM","42557331","808620","https://www.last.fm/music/KMFDM","https://cdn-images.dzcdn.net/images/artist/66e9b311a1bdaa23677479bf90f12aca/1000x1000-000000-80-0-0.jpg"
"Bob Sinclar","18038110","1684866","https://www.last.fm/music/Bob+Sinclar","https://cdn-images.dzcdn.net/images/artist/6f5b029c7a977b6ccdc8f5843208f04c/1000x1000-000000-80-0-0.jpg"
"Ecco2K","81374031","661669","https://www.last.fm/music/Ecco2K","https://cdn-images.dzcdn.net/images/artist/8a3c8db70173a87862300ad59e9758f5/1000x1000-000000-80-0-0.jpg"
"Loona","112944384","1160269","https://www.last.fm/music/Loona","https://cdn-images.dzcdn.net/images/artist/b0d96b76a1c3ed8f506fe2500c49f7b9/1000x1000-000000-80-0-0.jpg"
"NAYEON","40846574","793197","https://www.last.fm/music/NAYEON","https://cdn-images.dzcdn.net/images/artist/2ba085d8f6cf6548a3cbc1b83694b06a/1000x1000-000000-80-0-0.jpg"
"P1Harmony","58913252","448540","https://www.last.fm/music/P1Harmony","https://cdn-images.dzcdn.net/images/artist/70b34fc94718688cc4fc2ad107cda2c4/1000x1000-000000-80-0-0.jpg"
"Ozuna","29011237","951548","https://www.last.fm/music/Ozuna","https://cdn-images.dzcdn.net/images/artist/df2030b9e796f55f58d2c4b68aecb18f/1000x1000-000000-80-0-0.jpg"
"Quavo","30825107","1282792","https://www.last.fm/music/Quavo","https://cdn-images.dzcdn.net/images/artist/f87b58796ff9dd521718080f434df538/1000x1000-000000-80-0-0.jpg"
"Feid","60039591","656871","https://www.last.fm/music/Feid","https://cdn-images.dzcdn.net/images/artist/a37d75aa98b04da700412398a988c31a/1000x1000-000000-80-0-0.jpg"
"Lil Durk","65259531","1090963","https://www.last.fm/music/Lil+Durk","https://cdn-images.dzcdn.net/images/artist/a444b8a46557331b3bc96e49f1aa3d8f/1000x1000-000000-80-0-0.jpg"
"Slow Pulp","25327400","895719","https://www.last.fm/music/Slow+Pulp","https://cdn-images.dzcdn.net/images/artist/332a506b6a94c15c6f9edbf2d542cc46/1000x1000-000000-80-0-0.jpg"
"Glokk40Spaz","51061121","319335","https://www.last.fm/music/Glokk40Spaz","https://cdn-images.dzcdn.net/images/artist/f86ef78faeac482eb9f1678ffd7f3816/1000x1000-000000-80-0-0.jpg"
"Clara La San","13988441","592601","https://www.last.fm/music/Clara+La+San","https://cdn-images.dzcdn.net/images/artist/70cff2910d6289f3b579defa0361b66b/1000x1000-000000-80-0-0.jpg"
"GloRilla","22247100","934021","https://www.last.fm/music/GloRilla","https://cdn-images.dzcdn.net/images/artist/6bccd80c250c642b7d5262480e8af617/1000x1000-000000-80-0-0.jpg"
"The Front Bottoms","66887435","932857","https://www.last.fm/music/The+Front+Bottoms","https://cdn-images.dzcdn.net/images/artist/d6837198be5c92a09dc4e6d72c34433d/1000x1000-000000-80-0-0.jpg"
"Bibi","42922814","879197","https://www.last.fm/music/Bibi","https://cdn-images.dzcdn.net/images/artist/daf6737d87ef2f74d64f36ce15f67aaa/1000x1000-000000-80-0-0.jpg"
"smokedope2016","39449800","310466","https://www.last.fm/music/smokedope2016","https://cdn-images.dzcdn.net/images/artist/fa936bbc4b17d9a92a034abe3c520631/1000x1000-000000-80-0-0.jpg"
"KARLEE GIRL","916136","96827","https://www.last.fm/music/KARLEE+GIRL","https://cdn-images.dzcdn.net/images/artist/a05a57b97a6b6058cbbbbd35dbf17565/1000x1000-000000-80-0-0.jpg"
"PASTEL GHOST","29243812","950537","https://www.last.fm/music/PASTEL+GHOST","https://cdn-images.dzcdn.net/images/artist/7d03a8b6cfb3925d6342ab3d0a451f00/1000x1000-000000-80-0-0.jpg"
"The Hellp","18561538","413675","https://www.last.fm/music/The+Hellp","https://cdn-images.dzcdn.net/images/artist/1b7155428e6a08a02070535b8c82721b/1000x1000-000000-80-0-0.jpg"
"Key Glock","42175320","997503","https://www.last.fm/music/Key+Glock","https://cdn-images.dzcdn.net/images/artist/acc9f3cb0e9096d654c586f2483d94d5/1000x1000-000000-80-0-0.jpg"
"Good Kid","32960389","608925","https://www.last.fm/music/Good+Kid","https://cdn-images.dzcdn.net/images/artist/df60eaadf4622e6b1fdd2c7dbd3e4c69/1000x1000-000000-80-0-0.jpg"
"Plan B","31536082","1315852","https://www.last.fm/music/Plan+B","https://cdn-images.dzcdn.net/images/artist/b6ff20889f2ec45154ccaee509cf508b/1000x1000-000000-80-0-0.jpg"
"Bakar","28892212","1355931","https://www.last.fm/music/Bakar","https://cdn-images.dzcdn.net/images/artist/42660ae7943e51c78fd27fe653a88f23/1000x1000-000000-80-0-0.jpg"
"Spandau Ballet","14920130","1455893","https://www.last.fm/music/Spandau+Ballet","https://cdn-images.dzcdn.net/images/artist/d6a31f411ea73d8d827a7179d5b6e88d/1000x1000-000000-80-0-0.jpg"
"Ice Spice","50199484","1511312","https://www.last.fm/music/Ice+Spice","https://cdn-images.dzcdn.net/images/artist/175bb716a4289c50e39c048ad35b491e/1000x1000-000000-80-0-0.jpg"
"Capital Cities","27018852","1960094","https://www.last.fm/music/Capital+Cities","https://cdn-images.dzcdn.net/images/artist/3a4640c8c717659d4e1ae541d175d171/1000x1000-000000-80-0-0.jpg"
"Lewis Capaldi","52860700","1545312","https://www.last.fm/music/Lewis+Capaldi","https://cdn-images.dzcdn.net/images/artist/94ca2a012a035d8d46297c706a0b87a3/1000x1000-000000-80-0-0.jpg"
"Bullet for My Valentine","139488461","2535347","https://www.last.fm/music/Bullet+for+My+Valentine","https://cdn-images.dzcdn.net/images/artist/24af475170a6daa8009ec09896ae07cf/1000x1000-000000-80-0-0.jpg"
"6ix9ine","33046371","1195755","https://www.last.fm/music/6ix9ine","https://cdn-images.dzcdn.net/images/artist/3f42e5e18d7a652069a9a512afa9c771/1000x1000-000000-80-0-0.jpg"
"T.I.","54041461","3417307","https://www.last.fm/music/T.I.","https://cdn-images.dzcdn.net/images/artist/77f8109f2a8f6bf0ebaf7214d9e964ab/1000x1000-000000-80-0-0.jpg"
"The Cars","27862369","1804100","https://www.last.fm/music/The+Cars","https://cdn-images.dzcdn.net/images/artist/083047d5d3fa0fe5256b47b87d1dfc7a/1000x1000-000000-80-0-0.jpg"
"Blue Öyster Cult","38413936","1964356","https://www.last.fm/music/Blue+%C3%96yster+Cult","https://cdn-images.dzcdn.net/images/artist/b3e9b6db23e8291f89e01257b5f468c3/1000x1000-000000-80-0-0.jpg"
"Amaarae","34208872","1022433","https://www.last.fm/music/Amaarae","https://cdn-images.dzcdn.net/images/artist/8e7864c1e5b12ac4af2da2abd56e27ac/1000x1000-000000-80-0-0.jpg"
"Junior H","55933930","418184","https://www.last.fm/music/Junior+H","https://cdn-images.dzcdn.net/images/artist/254f1f8b12256b9f4153bee44fefe41d/1000x1000-000000-80-0-0.jpg"
"Alok","26116754","1280796","https://www.last.fm/music/Alok","https://cdn-images.dzcdn.net/images/artist/dfa81ed66b2adca4c18005df7741f4e8/1000x1000-000000-80-0-0.jpg"
"Oliver Tree","44773364","1478325","https://www.last.fm/music/Oliver+Tree","https://cdn-images.dzcdn.net/images/artist/4acd6fc78c017cb062f163cc89167bfe/1000x1000-000000-80-0-0.jpg"
"Lil Skies","40814794","861946","https://www.last.fm/music/Lil+Skies","https://cdn-images.dzcdn.net/images/artist/e2bdf4a320e932d2bdc2c54e8c5721b8/1000x1000-000000-80-0-0.jpg"
"Gesaffelstein","28251585","1570441","https://www.last.fm/music/Gesaffelstein","https://cdn-images.dzcdn.net/images/artist/22f60c024a2c30a8f5fadfe20345166b/1000x1000-000000-80-0-0.jpg"
"Nina Simone","75004923","2988550","https://www.last.fm/music/Nina+Simone","https://cdn-images.dzcdn.net/images/artist/b165a74366ee734abd789180099e129d/1000x1000-000000-80-0-0.jpg"
"Lucy Dacus","58570879","1020306","https://www.last.fm/music/Lucy+Dacus","https://cdn-images.dzcdn.net/images/artist/4129298c0bb1ba292921925a866af13a/1000x1000-000000-80-0-0.jpg"
"Not For Radio","10932259","319778","https://www.last.fm/music/Not+For+Radio","https://cdn-images.dzcdn.net/images/artist/89af589e5a600cfddaa982d404dbc3c3/1000x1000-000000-80-0-0.jpg"
"S3RL","21927458","637214","https://www.last.fm/music/S3RL","https://cdn-images.dzcdn.net/images/artist/a696435ae742e14cf9a6896b6ea39c4e/1000x1000-000000-80-0-0.jpg"
"The Animals","29096810","2544274","https://www.last.fm/music/The+Animals","https://cdn-images.dzcdn.net/images/artist/1233cddd435ae668c5ab1aa2ac73e9e4/1000x1000-000000-80-0-0.jpg"
"late night drive home","13569535","671140","https://www.last.fm/music/late+night+drive+home","https://cdn-images.dzcdn.net/images/artist/4914452d297295cb46b5713c1e38dec1/1000x1000-000000-80-0-0.jpg"
"Bigbang","44065970","920124","https://www.last.fm/music/Bigbang","https://cdn-images.dzcdn.net/images/artist/ea97a8c7b5b863a8f3567c09a116b637/1000x1000-000000-80-0-0.jpg"
"Between Friends","25076081","882937","https://www.last.fm/music/Between+Friends","https://cdn-images.dzcdn.net/images/artist/9dd0515d023352886f91dd4408b299f8/1000x1000-000000-80-0-0.jpg"
"Bo Burnham","74334518","1165432","https://www.last.fm/music/Bo+Burnham","https://cdn-images.dzcdn.net/images/artist/ed98ac5299a7ed9619629df0535936dd/1000x1000-000000-80-0-0.jpg"
"Summrs","79840934","468303","https://www.last.fm/music/Summrs","https://cdn-images.dzcdn.net/images/artist/a7cb6367ec593983e1db911801fcc761/1000x1000-000000-80-0-0.jpg"
"The Drums","51635541","2162395","https://www.last.fm/music/The+Drums","https://cdn-images.dzcdn.net/images/artist/92164f3155909b35e3040b4baa5af963/1000x1000-000000-80-0-0.jpg"
"Fifty Fifty","36003154","1374434","https://www.last.fm/music/Fifty+Fifty","https://cdn-images.dzcdn.net/images/artist/4c4050af9547d64908706e35d289f6e3/1000x1000-000000-80-0-0.jpg"
"The Prodigy","142038773","2986243","https://www.last.fm/music/The+Prodigy","https://cdn-images.dzcdn.net/images/artist/4d884e6864623a3446040eaa8e9fb18d/1000x1000-000000-80-0-0.jpg"
